"presetKey","presetKey0","presetKey1","presetKey2","keyName","nameEn","nameTransl","nameTranslLength","nameTranslWarnings","duplicateTranslation","notTranslatedName","termsEn","termsTransl","termsTranslLength","termsTranslWarnings","icon","suggestion","fields","searchable","matchScore","tags0","tags1","tags2","tags3","tags4","tagsLength","addTags0","addTags1","addTags2","addTags3","addTags4","addTagsLength","removeTags0","removeTags1","removeTags2","removeTags3","removeTags4","removeTagsLength","geometryArea","geometryLine","geometryPoint","geometryVertex","geometryRelation","endRec"
"shop/clothes/Jack & Jones","shop","clothes","Jack & Jones","Jack & Jones"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Jack & Jones","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Pimkie","shop","clothes","Pimkie","Pimkie"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Pimkie","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Esprit","shop","clothes","Esprit","Esprit"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Esprit","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Primark","shop","clothes","Primark","Primark"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Primark","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Bonita","shop","clothes","Bonita","Bonita"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Bonita","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Mexx","shop","clothes","Mexx","Mexx"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Mexx","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Gerry Weber","shop","clothes","Gerry Weber","Gerry Weber"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Gerry Weber","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Tally Weijl","shop","clothes","Tally Weijl","Tally Weijl"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Tally Weijl","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Mango","shop","clothes","Mango","Mango"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Mango","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/TK Maxx","shop","clothes","TK Maxx","TK Maxx"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=TK Maxx","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Benetton","shop","clothes","Benetton","Benetton"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Benetton","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Ulla Popken","shop","clothes","Ulla Popken","Ulla Popken"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Ulla Popken","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/AWG","shop","clothes","AWG","AWG"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=AWG","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Tommy Hilfiger","shop","clothes","Tommy Hilfiger","Tommy Hilfiger"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Tommy Hilfiger","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/New Yorker","shop","clothes","New Yorker","New Yorker"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=New Yorker","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Orsay","shop","clothes","Orsay","Orsay"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Orsay","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Jeans Fritz","shop","clothes","Jeans Fritz","Jeans Fritz"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Jeans Fritz","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Charles Vögele","shop","clothes","Charles Vögele","Charles Vögele"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Charles Vögele","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/New Look","shop","clothes","New Look","New Look"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=New Look","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Lacoste","shop","clothes","Lacoste","Lacoste"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Lacoste","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Etam","shop","clothes","Etam","Etam"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Etam","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Kiabi","shop","clothes","Kiabi","Kiabi"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Kiabi","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Jack Wolfskin","shop","clothes","Jack Wolfskin","Jack Wolfskin"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Jack Wolfskin","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/American Apparel","shop","clothes","American Apparel","American Apparel"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=American Apparel","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Men's Wearhouse","shop","clothes","Men's Wearhouse","Men's Wearhouse"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Men's Wearhouse","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Intimissimi","shop","clothes","Intimissimi","Intimissimi"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Intimissimi","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/United Colors of Benetton","shop","clothes","United Colors of Benetton","United Colors of Benetton"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=United Colors of Benetton","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Jules","shop","clothes","Jules","Jules"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Jules","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Second Hand","shop","clothes","Second Hand","Second Hand"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Second Hand","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/AOKI","shop","clothes","AOKI","AOKI"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=AOKI","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Calzedonia","shop","clothes","Calzedonia","Calzedonia"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Calzedonia","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/洋服の青山","shop","clothes","洋服の青山","洋服の青山"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=洋服の青山","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Levi's","shop","clothes","Levi's","Levi's"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Levi's","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Celio","shop","clothes","Celio","Celio"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Celio","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/TJ Maxx","shop","clothes","TJ Maxx","TJ Maxx"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=TJ Maxx","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Promod","shop","clothes","Promod","Promod"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Promod","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Street One","shop","clothes","Street One","Street One"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Street One","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/ユニクロ","shop","clothes","ユニクロ","ユニクロ"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=ユニクロ","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Banana Republic","shop","clothes","Banana Republic","Banana Republic"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Banana Republic","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Одежда","shop","clothes","Одежда","Одежда"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Одежда","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Marshalls","shop","clothes","Marshalls","Marshalls"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Marshalls","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/La Halle","shop","clothes","La Halle","La Halle"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=La Halle","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/Peacocks","shop","clothes","Peacocks","Peacocks"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=Peacocks","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/clothes/しまむら","shop","clothes","しまむら","しまむら"," "," ",0," "," "," "," "," ",0," ","clothing-store",true,"operator,address,building_area,opening_hours"," "," ","name=しまむら","shop=clothes"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Bruna","shop","books","Bruna","Bruna"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Bruna","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Waterstones","shop","books","Waterstones","Waterstones"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Waterstones","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Libro","shop","books","Libro","Libro"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Libro","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Barnes & Noble","shop","books","Barnes & Noble","Barnes & Noble"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Barnes & Noble","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Weltbild","shop","books","Weltbild","Weltbild"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Weltbild","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Thalia","shop","books","Thalia","Thalia"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Thalia","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/books/Книги","shop","books","Книги","Книги"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Книги","shop=books"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Debenhams","shop","department_store","Debenhams","Debenhams"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Debenhams","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Karstadt","shop","department_store","Karstadt","Karstadt"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Karstadt","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Kmart","shop","department_store","Kmart","Kmart"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Kmart","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Target","shop","department_store","Target","Target"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Target","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Galeria Kaufhof","shop","department_store","Galeria Kaufhof","Galeria Kaufhof"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Galeria Kaufhof","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Marks & Spencer","shop","department_store","Marks & Spencer","Marks & Spencer"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Marks & Spencer","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Big W","shop","department_store","Big W","Big W"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Big W","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Woolworth","shop","department_store","Woolworth","Woolworth"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Woolworth","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Универмаг","shop","department_store","Универмаг","Универмаг"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Универмаг","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Sears","shop","department_store","Sears","Sears"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Sears","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Kohl's","shop","department_store","Kohl's","Kohl's"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Kohl's","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/Macy's","shop","department_store","Macy's","Macy's"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=Macy's","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/department_store/JCPenney","shop","department_store","JCPenney","JCPenney"," "," ",0," "," "," "," "," ",0," ","shop",true,"operator,address,building_area,opening_hours"," "," ","name=JCPenney","shop=department_store"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Alko","shop","alcohol","Alko","Alko"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Alko","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/The Beer Store","shop","alcohol","The Beer Store","The Beer Store"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=The Beer Store","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Systembolaget","shop","alcohol","Systembolaget","Systembolaget"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Systembolaget","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/LCBO","shop","alcohol","LCBO","LCBO"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=LCBO","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Ароматный мир","shop","alcohol","Ароматный мир","Ароматный мир"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Ароматный мир","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Bargain Booze","shop","alcohol","Bargain Booze","Bargain Booze"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Bargain Booze","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Nicolas","shop","alcohol","Nicolas","Nicolas"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Nicolas","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/BWS","shop","alcohol","BWS","BWS"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=BWS","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Botilleria","shop","alcohol","Botilleria","Botilleria"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Botilleria","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/SAQ","shop","alcohol","SAQ","SAQ"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=SAQ","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Gall & Gall","shop","alcohol","Gall & Gall","Gall & Gall"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Gall & Gall","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/alcohol/Живое пиво","shop","alcohol","Живое пиво","Живое пиво"," "," ",0," "," "," "," "," ",0," ","alcohol-shop",true,"operator,address,building_area,opening_hours"," "," ","name=Живое пиво","shop=alcohol"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Kamps","shop","bakery","Kamps","Kamps"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Kamps","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Banette","shop","bakery","Banette","Banette"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Banette","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Bäckerei Schmidt","shop","bakery","Bäckerei Schmidt","Bäckerei Schmidt"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Bäckerei Schmidt","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Anker","shop","bakery","Anker","Anker"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Anker","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Hofpfisterei","shop","bakery","Hofpfisterei","Hofpfisterei"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Hofpfisterei","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Greggs","shop","bakery","Greggs","Greggs"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Greggs","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Oebel","shop","bakery","Oebel","Oebel"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Oebel","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Boulangerie","shop","bakery","Boulangerie","Boulangerie"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Boulangerie","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Stadtbäckerei","shop","bakery","Stadtbäckerei","Stadtbäckerei"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Stadtbäckerei","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Steinecke","shop","bakery","Steinecke","Steinecke"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Steinecke","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Ihle","shop","bakery","Ihle","Ihle"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Ihle","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Goldilocks","shop","bakery","Goldilocks","Goldilocks"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Goldilocks","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Dat Backhus","shop","bakery","Dat Backhus","Dat Backhus"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Dat Backhus","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/K&U","shop","bakery","K&U","K&U"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=K&U","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Der Beck","shop","bakery","Der Beck","Der Beck"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Der Beck","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Thürmann","shop","bakery","Thürmann","Thürmann"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Thürmann","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
"shop/bakery/Backwerk","shop","bakery","Backwerk","Backwerk"," "," ",0," "," "," "," "," ",0," ","bakery",true,"operator,address,building_area,opening_hours"," "," ","name=Backwerk","shop=bakery"," "," "," ",2," "," "," "," "," ",0," "," "," "," "," ",0,"area"," ","point"," "," ","last"
